"Query","True Cardinalty","Normalized Cardinality"
"Synthetic_1273",13947885,0.7159237817931718
"Synthetic_1274",77105179,0.7903343938192802
"Synthetic_1275",11,0.10435396700998731
"Synthetic_1276",1179391,0.6084175429312986
"Synthetic_1277",264782,0.5434068544313057
"Synthetic_1278",3,0.04781049107063258
"Synthetic_1279",1274246,0.6117840160974867
"Synthetic_1280",183,0.22671154670494698
"Synthetic_1281",267031,0.5437749341112511
"Synthetic_1282",27741299,0.7458471899269035
"Synthetic_1283",54952,0.47497556799454055
"Synthetic_1284",3351,0.35324420959503927
"Synthetic_1285",125771922,0.8116282186632451
"Synthetic_1286",623,0.2800249296801695
"Synthetic_1287",6279017,0.6811906517286994
"Synthetic_1288",331197,0.5531466868256536
"Synthetic_1289",180,0.22599220827091196
"Synthetic_1290",1776,0.32561421683857356
"Synthetic_1291",1,0.0
"Synthetic_1292",9742,0.3996871312880969
"Synthetic_1293",124,0.20977375833806675
"Synthetic_1294",7357451,0.6880884151831882
"Synthetic_1295",164911,0.5228005756430303
"Synthetic_1296",21300,0.43373031977396787
"Synthetic_1297",1659268,0.6232739814900459
"Synthetic_1298",10178,0.4015924835016235
"Synthetic_1299",242913,0.5396553660333313
"Synthetic_1300",6,0.07797555241995716
"Synthetic_1301",174603,0.5252858965784533
"Synthetic_1302",6,0.07797555241995716
"Synthetic_1303",15369877,0.720148677522589
"Synthetic_1304",35943689,0.7571199680735701
"Synthetic_1305",49062,0.47004159127720424
"Synthetic_1306",2269807,0.6369092741643366
"Synthetic_1307",2420446,0.6397056741925349
"Synthetic_1308",1808399,0.6270194595169746
"Synthetic_1309",1835008,0.6276551377410384
"Synthetic_1310",2429483,0.639867854512012
"Synthetic_1311",611930,0.5798631886039738
"Synthetic_1312",2,0.03016506134932458
"Synthetic_1313",324600,0.5522710975049965
"Synthetic_1314",313416,0.5507452229711821
"Synthetic_1315",1342773,0.614063638312389
"Synthetic_1316",9396653,0.6987349004364509
"Synthetic_1317",37381,0.458207811096669
"Synthetic_1318",53067,0.4734565460780436
"Synthetic_1319",2145822,0.6344647209803282
"Synthetic_1320",3495114,0.6556951658388057
"Synthetic_1321",318775,0.55148305006418
"Synthetic_1322",2157905,0.6347090865129685
"Synthetic_1323",24600,0.43999876688210293
"Synthetic_1324",8164,0.39199679622622446
"Synthetic_1325",2196840,0.6354872982382909
"Synthetic_1326",154,0.21920306181250784
"Synthetic_1327",461797,0.5676129210438341
"Synthetic_1328",2677141,0.6440922839568516
"Synthetic_1329",601607,0.5791227788552626
"Synthetic_1330",1287033,0.612218550466512
"Synthetic_1331",2636554,0.6434274586811829
"Synthetic_1332",42,0.1626595858731531
"Synthetic_1333",16060,0.4214416306998057
"Synthetic_1334",12679125,0.711773335186968
"Synthetic_1335",6180931,0.6805054656775357
"Synthetic_1336",29,0.14654129475187608
"Synthetic_1337",3478012,0.6554816996935627
"Synthetic_1338",135535,0.5142631942730037
"Synthetic_1339",20,0.13037122612964677
"Synthetic_1340",108652,0.5046420261071676
"Synthetic_1341",6793,0.383996197600026
"Synthetic_1342",1433,0.3162753258422205
"Synthetic_1343",16819208,0.7240702607563422
"Synthetic_1344",10106,0.4012835326006314
"Synthetic_1345",145747,0.5174245147994938
"Synthetic_1346",8212042,0.6928706324925883
"Synthetic_1347",645,0.28153520372489665
"Synthetic_1348",1129120,0.6065218718420884
"Synthetic_1349",144,0.2162812275385635
"Synthetic_1350",3085879,0.6502757706735576
"Synthetic_1351",162858642,0.8228740670813862
"Synthetic_1352",23612720,0.7388346847565073
"Synthetic_1353",1655,0.322543402593356
"Synthetic_1354",15313530,0.7199888408413843
"Synthetic_1355",15388371,0.7202010108150961
"Synthetic_1356",5900815,0.6784871234873533
"Synthetic_1357",731955,0.5876574883149227
"Synthetic_1358",4798120,0.6694845120951403
"Synthetic_1359",1,0.0
"Synthetic_1360",63667267,0.7820005134316077
"Synthetic_1361",39,0.15943448218783599
"Synthetic_1362",7320605,0.687869925232205
"Synthetic_1363",1011354,0.601728319196175
"Synthetic_1364",280306,0.5458863493368615
"Synthetic_1365",143567,0.5167686655726967
"Synthetic_1366",48851757,0.7704731951099785
"Synthetic_1367",3761,0.35826743496856017
"Synthetic_1368",1465,0.31723644668744283
"Synthetic_1369",54,0.17359653456122232
"Synthetic_1370",161050504,0.8223881953622444
"Synthetic_1371",6,0.07797555241995716
"Synthetic_1372",11954185,0.7092111326087016
"Synthetic_1373",680363,0.5844765744486532
"Synthetic_1374",565980,0.5764661334541263
"Synthetic_1375",268050,0.5439406880764647
"Synthetic_1376",57791271,0.7777864472232578
"Synthetic_1377",16385,0.4223135149975007
"Synthetic_1378",3844,0.3592173939774843
"Synthetic_1379",4544210,0.667118372753803
"Synthetic_1380",31720191,0.7516800906175151
"Synthetic_1381",18417760,0.7280215168930477
"Synthetic_1382",56,0.17517921750116972
"Synthetic_1383",1190546,0.6088272228985259
"Synthetic_1384",37,0.15714348037064269
"Synthetic_1385",1194168,0.608959419784832
"Synthetic_1386",1647983,0.6229769894291599
"Synthetic_1387",1117600,0.6060755829461731
"Synthetic_1388",33229,0.4530839047883115
"Synthetic_1389",705019,0.5860257751599853
"Synthetic_1390",919315,0.5975758909508145
"Synthetic_1391",10434,0.40267354627173013
"Synthetic_1392",289461,0.5472849933275346
"Synthetic_1393",16236638,0.7225361611543647
"Synthetic_1394",145,0.2165823981828737
"Synthetic_1395",401,0.26085111394974647
"Synthetic_1396",3312722,0.6533627316959247
"Synthetic_1397",1,0.0
"Synthetic_1398",36929,0.45767838508254505
"Synthetic_1399",723936,0.58717808118187
"Synthetic_1400",68,0.18362869006805022
"Synthetic_1401",11245281,0.7065506929625135
"Synthetic_1402",399,0.2606335185743381
"Synthetic_1403",174,0.22451684717183323
"Synthetic_1404",25974548,0.7429834185448008
"Synthetic_1405",305,0.24894215906531203
"Synthetic_1406",292,0.24704656025882082
"Synthetic_1407",43123,0.4644264103980106
"Synthetic_1408",1977695,0.6309139778578857
"Synthetic_1409",10598,0.4033522509220515
"Synthetic_1410",32372,0.4519467912827745
"Synthetic_1411",12673062,0.7117525199722846
"Synthetic_1412",22538621,0.7368086487206138
"Synthetic_1413",1123900,0.6063202140626308
"Synthetic_1414",7755803,0.6903830753215112
"Synthetic_1415",7112129,0.6866126035254515
"Synthetic_1416",17,0.12329856736940105
"Synthetic_1417",10304,0.40212792547107395
"Synthetic_1418",801923,0.5916304911828391
"Synthetic_1419",14429465,0.717401008160136
"Synthetic_1420",73774,0.48779392335983235
"Synthetic_1421",176075,0.5256512478197889
"Synthetic_1422",347710,0.5552641219226185
"Synthetic_1423",15126246,0.7194533236074012
"Synthetic_1424",481,0.2687674714878461
"Synthetic_1425",23909157,0.7393776264637573
"Synthetic_1426",38647,0.4596572804340107
"Synthetic_1427",413666,0.5628229380645007
"Synthetic_1428",34,0.15346362871872563
"Synthetic_1429",3567050,0.6565817750829106
"Synthetic_1430",3215505,0.6520664845228337
"Synthetic_1431",974018,0.6000913298745004
"Synthetic_1432",54660,0.47474370335362737
"Synthetic_1433",116,0.20687141745052523
"Synthetic_1434",738091,0.5880207885642794
"Synthetic_1435",14524145,0.717685628429005
"Synthetic_1436",2903811,0.6476292710567784
"Synthetic_1437",18,0.12578604349058972
"Synthetic_1438",59971,0.47877917228054684
"Synthetic_1439",9280336,0.6981928362786299
"Synthetic_1440",923828,0.5977890068828616
"Synthetic_1441",17526,0.4252431786694552
"Synthetic_1442",2022,0.33125965077034003
"Synthetic_1443",794571,0.5912296705907367
"Synthetic_1444",9976778,0.7013419761541501
"Synthetic_1445",187995,0.5285019730855562
"Synthetic_1446",17449229,0.7256706234353986
"Synthetic_1447",17200279,0.7250452617362114
"Synthetic_1448",3101431,0.6504945438305436
"Synthetic_1449",133,0.21282302750370552
"Synthetic_1450",41826111,0.7637160226137965
"Synthetic_1451",40004,0.46115913350079923
"Synthetic_1452",1345374,0.6141478546248096
"Synthetic_1453",2526978,0.641580137018322
"Synthetic_1454",11513909,0.707578054715164
"Synthetic_1455",9451286,0.6989871910804795
"Synthetic_1456",266453,0.5436806333155937
"Synthetic_1457",102338,0.5020365856887082
"Synthetic_1458",266374,0.543667728564918
"Synthetic_1459",178,0.2255059575762981
"Synthetic_1460",700468,0.5857439431824949
"Synthetic_1461",572824,0.5769892217384225
"Synthetic_1462",9,0.09562098214126516
"Synthetic_1463",134455885,0.814533808433187
"Synthetic_1464",224,0.23550934019981884
"Synthetic_1465",9901870,0.7010139925292161
"Synthetic_1466",1425,0.3160316919831374
"Synthetic_1467",17752,0.4258007740563128
"Synthetic_1468",2171877,0.6349899548619344
"Synthetic_1469",604100,0.5793027446060836
"Synthetic_1470",21542832,0.7348421482247265
"Synthetic_1471",48,0.1684707364679309
"Synthetic_1472",2813791,0.6462588004544806
"Synthetic_1473",1703,0.3237876274543312
"Synthetic_1474",20918,0.432942754955537
"Synthetic_1475",147,0.21717855797702446
"Synthetic_1476",5126154,0.6723624876339441
"Synthetic_1477",12670688,0.7117443669507856
"Synthetic_1478",102445,0.5020820634066473
"Synthetic_1479",269247,0.544134593162583
"Synthetic_1480",1,0.0
"Synthetic_1481",683373,0.5846686825338094
"Synthetic_1482",514397,0.5723073112942901
"Synthetic_1483",22925,0.436929876652319
"Synthetic_1484",12494618,0.7111353926256988
"Synthetic_1485",20373717,0.7324138997984857
"Synthetic_1486",1870752,0.6284946906652699
"Synthetic_1487",887235,0.5960301426549519
"Synthetic_1488",659015,0.5830891812500367
"Synthetic_1489",3049296,0.6497567719894117
"Synthetic_1490",73,0.18671643756017167
"Synthetic_1491",895,0.2957908654792171
"Synthetic_1492",3,0.04781049107063258
"Synthetic_1493",138019,0.5150535620146482
"Synthetic_1494",34596,0.4548383761187495
"Synthetic_1495",15,0.11785159450163021
"Synthetic_1496",100520,0.5012565362756929
"Synthetic_1497",3515245,0.655945105416336
"Synthetic_1498",1244469,0.6107549793251855
"Synthetic_1499",42138,0.46342083676252427
"Synthetic_1500",1905665,0.6292993801856938
"Synthetic_1501",1440214,0.6171123535839644
"Synthetic_1502",496765,0.5707894446834463
"Synthetic_1503",410,0.2618170496818236
"Synthetic_1504",773084,0.5900366134672685
"Synthetic_1505",28557654,0.7471093601419431
"Synthetic_1506",9734625,0.7002726679143246
"Synthetic_1507",1224837,0.6100629770347065
"Synthetic_1508",36660,0.457360221798613
"Synthetic_1509",8349426,0.6935926638127697
"Synthetic_1510",1274246,0.6117840160974867
"Synthetic_1511",3304867,0.653259418606176
"Synthetic_1512",290,0.2467474595321983
"Synthetic_1513",601626,0.5791241532535778
"Synthetic_1514",16006,0.4212950562982574
"Synthetic_1515",27583753,0.7455993361896271
"Synthetic_1516",903904,0.5968401734730906
"Synthetic_1517",7,0.08468403345319594
"Synthetic_1518",3679514,0.6579326807168345
"Synthetic_1519",154778,0.520040858315704
"Synthetic_1520",1132106,0.6066368075123858
"Synthetic_1521",131759,0.5130335473834519
"Synthetic_1522",138,0.21442907634188765
"Synthetic_1523",1699,0.32368528999525736
"Synthetic_1524",100094515,0.8016904307849985
"Synthetic_1525",1894,0.32841367778923514
"Synthetic_1526",449,0.2657714338845857
"Synthetic_1527",39838,0.46097817205638525
"Synthetic_1528",21238025,0.7342220056433348
"Synthetic_1529",26,0.14178905246652798
"Synthetic_1530",45,0.16566208557226278
"Synthetic_1531",162031,0.5220338468830309
"Synthetic_1532",129120,0.512153058593538
"Synthetic_1533",348321,0.5553405268709865
"Synthetic_1534",27825240,0.7459786730070249
"Synthetic_1535",4300983,0.6647243806301494
"Synthetic_1536",1163985,0.6078453230797498
"Synthetic_1537",751467,0.5888023970454108
"Synthetic_1538",48,0.1684707364679309
"Synthetic_1539",8101208,0.6922792779388897
"Synthetic_1540",35182975,0.756189043966639
"Synthetic_1541",723,0.2865032833484256
"Synthetic_1542",602,0.278532704025787
"Synthetic_1543",20938567,0.7336040170191664
"Synthetic_1544",61133040,0.7802328551549335
"Synthetic_1545",1429100,0.6167752190551539
"Synthetic_1546",63771,0.48145286681815364
"Synthetic_1547",262,0.24232869768645238
"Synthetic_1548",28421208,0.7469009318760995
"Synthetic_1549",91330,0.49708404954855023
"Synthetic_1550",8370000,0.6936997679726041
"Synthetic_1551",202236,0.5316797278284532
"Synthetic_1552",11906789,0.7090382454081915
"Synthetic_1553",127199,0.5115007344634753
"Synthetic_1554",205803,0.5324406167230935
"Synthetic_1555",225,0.23570318900326043
"Synthetic_1556",1476939,0.6182081611375092
"Synthetic_1557",1281573,0.6120335364839868
"Synthetic_1558",1002349,0.6013390948994709
"Synthetic_1559",15071506,0.7192955481666151
"Synthetic_1560",4709454,0.6686727874339602
"Synthetic_1561",343036,0.5546751620510738
"Synthetic_1562",3336038,0.6536679593775272
"Synthetic_1563",370833,0.5580660058917724
"Synthetic_1564",571138,0.5768609428955016
"Synthetic_1565",164111,0.5225889469000154
"Synthetic_1566",4659,0.3675855438056292
"Synthetic_1567",88856,0.49588892080447594
"Synthetic_1568",138672,0.5152589749090656
"Synthetic_1569",2381180,0.6389938925854797
"Synthetic_1570",3002793,0.6490879770784764
"Synthetic_1571",12670688,0.7117443669507856
"Synthetic_1572",699,0.2850341485866373
"Synthetic_1573",4434889,0.6660586285658072
"Synthetic_1574",320659,0.551739495620387
"Synthetic_1575",6464,0.38183572594993276
"Synthetic_1576",21318452,0.7343864979027283
"Synthetic_1577",12670688,0.7117443669507856
"Synthetic_1578",56579,0.4762453568584762
"Synthetic_1579",681850,0.5845715856628052
"Synthetic_1580",662213,0.5832998549323357
"Synthetic_1581",3746419,0.6587168829009904
"Synthetic_1582",175871,0.5256007976154093
"Synthetic_1583",5761,0.3768250697410009
"Synthetic_1584",4086471,0.662497869320588
"Synthetic_1585",2595968,0.642752336082907
"Synthetic_1586",1190424,0.6088227631060014
"Synthetic_1587",31785949,0.7517702148921137
"Synthetic_1588",95475019,0.7996341475652309
"Synthetic_1589",3011766,0.6492178273756908
"Synthetic_1590",3744598,0.6586957247399066
"Synthetic_1591",559185,0.5759404948248663
"Synthetic_1592",65108,0.4823558373503923
"Synthetic_1593",927775,0.5979745430822168
"Synthetic_1594",1274246,0.6117840160974867
"Synthetic_1595",14,0.11484909480252052
"Synthetic_1596",22146,0.4354253764079783
"Synthetic_1597",202541827,0.8323639830984628
"Synthetic_1598",30,0.1480166558509548
"Synthetic_1599",13007,0.41226591245077
"Synthetic_1600",32712991,0.7530212960668856
"Synthetic_1601",200,0.23057739090996898
"Synthetic_1602",133973517,0.814377400916612
"Synthetic_1603",1461684,0.6177563249741461
"Synthetic_1604",1362404,0.6146952688342956
"Synthetic_1605",5453192,0.6750539390216018
"Synthetic_1606",30632871,0.7501621584461462
"Synthetic_1607",48093,0.4691734672634655
"Synthetic_1608",22,0.1345190283593119
"Synthetic_1609",71951,0.48670503336097737
"Synthetic_1610",138617,0.5152417110134597
"Synthetic_1611",1052228,0.6034525323830785
"Synthetic_1612",331,0.2525022991623584
"Synthetic_1613",400437,0.5614084651384578
"Synthetic_1614",323,0.2514375614199106
"Synthetic_1615",13455840,0.7143608117718251
"Synthetic_1616",8147427,0.6925268568112818
"Synthetic_1617",3538848,0.6562363356063973
"Synthetic_1618",8425394,0.6939868346962456
"Synthetic_1619",503332,0.5713609758014084
"Synthetic_1620",1092,0.3044486383396811
"Synthetic_1621",465,0.2672952301410478
"Synthetic_1622",14806659,0.7185240031697654
"Synthetic_1623",2574060,0.6423835103754653
"Synthetic_1624",754670,0.5889874951038517
"Synthetic_1625",71025,0.48614131437253844
"Synthetic_1626",433559077,0.865485483467011
"Synthetic_1627",15471846,0.720436443772948
"Synthetic_1628",482,0.2688578536271176
"Synthetic_1629",26698,0.44356045688713275
"Synthetic_1630",3649323,0.6575741274863982
"Synthetic_1631",6963,0.3850718887921924
"Synthetic_1632",22254183,0.7362559430103569
"Synthetic_1633",349314,0.5554644150953735
"Synthetic_1634",4902610,0.6704220651568777
"Synthetic_1635",280503,0.5459169238828576
"Synthetic_1636",344709,0.5548868899576138
"Synthetic_1637",10502715,0.7035777031678366
"Synthetic_1638",2651,0.34304675928778033
"Synthetic_1639",611169,0.5798090344407953
"Synthetic_1640",2660732,0.6438247222277841
"Synthetic_1641",1073704,0.604331813097007
"Synthetic_1642",2511,0.3406855999219479
"Synthetic_1643",36174,0.4567794342450046
"Synthetic_1644",1857471,0.6281846351364707
"Synthetic_1645",24,0.13830567511860634
"Synthetic_1646",2846661,0.6467642318571081
"Synthetic_1647",1513041,0.6192591372196848
"Synthetic_1648",1656965,0.6232135368607186
"Synthetic_1649",3502095,0.655782002213427
"Synthetic_1650",1774819,0.626203762408853
"Synthetic_1651",12216494,0.7101557373888068
"Synthetic_1652",10204622,0.7023246592975033
"Synthetic_1653",234863,0.5381887332129678
"Synthetic_1654",427,0.2635850890875103
"Synthetic_1655",1636369,0.622669207807862
"Synthetic_1656",392704,0.5605598317413024
"Synthetic_1657",3203732,0.6519068550908654
"Synthetic_1658",1134591,0.6067322280468479
"Synthetic_1659",1487773,0.6185262269570085
"Synthetic_1660",29744,0.4482621946416924
"Synthetic_1661",45945,0.467185014912055
"Synthetic_1662",90067,0.4964780266756556
"Synthetic_1663",6690,0.3833312799119908
"Synthetic_1664",953509,0.5991652058460616
"Synthetic_1665",596677,0.5787646837730852
"Synthetic_1666",904776,0.596882136183301
"Synthetic_1667",168,0.22298970857180225
"Synthetic_1668",108264382,0.8051049880766172
"Synthetic_1669",5070101,0.671883999363931
"Synthetic_1670",97,0.19908677578476985
"Synthetic_1671",382939,0.5594640045715088
"Synthetic_1672",4297003,0.6646840908296426
"Synthetic_1673",144750,0.5171257950342528
"Synthetic_1674",2465838,0.6405142520682399
"Synthetic_1675",78,0.18959954353716055
"Synthetic_1676",1260916,0.611326362181518
"Synthetic_1677",40530,0.46172762162545355
"Synthetic_1678",108,0.2037615959105469
"Synthetic_1679",12,0.10814061376928175
"Synthetic_1680",1190,0.3081887656029192
"Synthetic_1681",19109,0.4290064365264025
"Synthetic_1682",29568,0.4480039209790879
"Synthetic_1683",412497,0.5626997814314014
"Synthetic_1684",400,0.26074245225929354
"Synthetic_1685",16991,0.4238940161471948
"Synthetic_1686",30,0.1480166558509548
"Synthetic_1687",192321,0.529492051055931
"Synthetic_1688",533,0.2732348760187048
"Synthetic_1689",2205835,0.635665123678276
"Synthetic_1690",12,0.10814061376928175
"Synthetic_1691",17,0.12329856736940105
"Synthetic_1692",62338,0.48046379563355246
"Synthetic_1693",9021188,0.6969603037733566
"Synthetic_1694",154035,0.5198314457079806
"Synthetic_1695",68379,0.4844890653078967
"Synthetic_1696",1776818,0.6262527507818401
"Synthetic_1697",2869002,0.6471044417618373
"Synthetic_1698",722711,0.5871043786564404
"Synthetic_1699",966,0.2991131097950836
"Synthetic_1700",231,0.23684849153381582
"Synthetic_1701",9,0.09562098214126516
"Synthetic_1702",3082846,0.6502329763877458
"Synthetic_1703",10071,0.401132552179129
"Synthetic_1704",1415687,0.616364837213888
"Synthetic_1705",21866280,0.7354906935799571
"Synthetic_1706",189629,0.5288785935564445
"Synthetic_1707",506277,0.5716148637374538
"Synthetic_1708",4492,0.3659969791971439
"Synthetic_1709",4702262,0.6686062770129388
"Synthetic_1710",1152708,0.6074216437545399
"Synthetic_1711",1539843,0.620023284031942
"Synthetic_1712",28067,0.44573666081417207
"Synthetic_1713",367622,0.5576875391208059
"Synthetic_1714",19725,0.4303871824268805
"Synthetic_1715",485199,0.5697642261375354
"Synthetic_1716",16773187,0.723951020170202
"Synthetic_1717",11461,0.4067591199705436
"Synthetic_1718",7748435,0.6903417127080992
"Synthetic_1719",422830,0.5637764965487269
"Synthetic_1720",22,0.1345190283593119
"Synthetic_1721",552862,0.5754455993682758
"Synthetic_1722",2586,0.34196641586369686
"Synthetic_1723",143028,0.5166049728337688
"Synthetic_1724",1,0.0
"Synthetic_1725",899395,0.5966225417773154
"Synthetic_1726",2090311,0.6333240954914833
"Synthetic_1727",1201791,0.6092363413328162
"Synthetic_1728",7,0.08468403345319594
"Synthetic_1729",15278341,0.7198887233808963
"Synthetic_1730",129891,0.5124121459380004
"Synthetic_1731",109,0.20416269538043294
"Synthetic_1732",2818668,0.646334164390567
"Synthetic_1733",56467254,0.7767778143102135
"Synthetic_1734",63,0.1803050155944611
"Synthetic_1735",2,0.03016506134932458
"Synthetic_1736",484323,0.569685584001053
"Synthetic_1737",385,0.2590791038941809
"Synthetic_1738",27981306,0.7462220799911351
"Synthetic_1739",35,0.15472513688419356
"Synthetic_1740",114331,0.50685921547832
"Synthetic_1741",111888,0.5059192324330347
"Synthetic_1742",1081567,0.6046493520910777
"Synthetic_1743",189656,0.5288847894913286
"Synthetic_1744",26101850,0.7431961853644067
"Synthetic_1745",86826,0.4948831550404479
"Synthetic_1746",726,0.28668348643993175
"Synthetic_1747",2010943,0.6316395151002389
"Synthetic_1748",5,0.07004110343099762
"Synthetic_1749",731,0.2869821765926675
"Synthetic_1750",13376,0.41348332915644437
"Synthetic_1751",66698,0.48340584329781267
"Synthetic_1752",224912,0.5363046592565054
"Synthetic_1753",9,0.09562098214126516
"Synthetic_1754",2578140,0.6424524352982306
"Synthetic_1755",200341,0.5312700219357869
"Synthetic_1756",8155629,0.6925706452568715
"Synthetic_1757",1524,0.3189547160968494
"Synthetic_1758",25771298,0.7426415445682396
"Synthetic_1759",83341,0.49310037847505683
"Synthetic_1760",14946666,0.718933571338914
"Synthetic_1761",6003621,0.6792387968870994
"Synthetic_1762",99214,0.5006874133054887
"Synthetic_1763",9481,0.39850530191912426
"Synthetic_1764",1761339,0.6258719679858838
"Synthetic_1765",2892583,0.6474606725218326
"Synthetic_1766",4763,0.3685463075932977
"Synthetic_1767",22253129,0.7362538818205199
"Synthetic_1768",5605381,0.6762518384060504
"Synthetic_1769",5116993,0.672284644853295
"Synthetic_1770",1028500,0.6024599343810176
"Synthetic_1771",9406,0.3981596736046865
"Synthetic_1772",1980,0.33034617528089927
"Synthetic_1773",3430125,0.6548783454207984
"Synthetic_1774",941151,0.5985974889613782
"Synthetic_1775",1577979,0.6210879521013399
"Synthetic_1776",223427,0.5360163687968613
"Synthetic_1777",199076,0.5309943616641641
"Synthetic_1778",13,0.1116239911172034
"Synthetic_1779",1553487,0.6204071919073014
"Synthetic_1780",347,0.25455667394720366
"Synthetic_1781",7230604,0.6873315779287317
"Synthetic_1782",64101,0.4816774866995956
"Synthetic_1783",487,0.2693069699393618
"Synthetic_1784",3346065,0.6537985665185043
"Synthetic_1785",779,0.28974987895201093
"Synthetic_1786",23352154,0.7383517841084543
"Synthetic_1787",7421510,0.6884656812280179
"Synthetic_1788",4141386,0.6630787934946933
"Synthetic_1789",4210919,0.6638034019597538
"Synthetic_1790",383861,0.559568659039347
"Synthetic_1791",170339,0.5242099220536217
"Synthetic_1792",3784432,0.6591562226793264
"Synthetic_1793",2362469,0.6386505754722259
"Synthetic_1794",1878221,0.6286680948080371
"Synthetic_1795",232749,0.5377952456214405
"Synthetic_1796",10926366,0.7052986602020903
"Synthetic_1797",2414214,0.639593479969529
"Synthetic_1798",2420350,0.6397039481034765
"Synthetic_1799",14360723,0.7171931882103769
"Synthetic_1800",1273184,0.6117477307713909
"Synthetic_1801",3021251,0.6493546670057759
"Synthetic_1802",11171678,0.7062649147425052
"Synthetic_1803",3287802,0.6530341219538716
"Synthetic_1804",637,0.2809920580235953
"Synthetic_1805",483966,0.5696534938334672
"Synthetic_1806",48830895,0.7704546064855274
"Synthetic_1807",1,0.0
"Synthetic_1808",656,0.2822711302987997
"Synthetic_1809",609,0.27903581927570464
"Synthetic_1810",738068,0.5880194324276551
"Synthetic_1811",2462042,0.6404472057531829
"Synthetic_1812",11709,0.40769076609213184
"Synthetic_1813",52545,0.47302634695567475
"Synthetic_1814",17613592,0.7260786318628843
"Synthetic_1815",1350,0.3136787414232176
"Synthetic_1816",23870265,0.7393067783603311
"Synthetic_1817",2826499,0.6464549039136213
"Synthetic_1818",9437,0.39830286627401384
"Synthetic_1819",54,0.17359653456122232
"Synthetic_1820",417944,0.5632706860656441
"Synthetic_1821",6535964,0.6829360419614077
"Synthetic_1822",682527,0.584614773659771
"Synthetic_1823",3465448,0.6553242067096731
"Synthetic_1824",108,0.2037615959105469
"Synthetic_1825",37055,0.4578266170607554
"Synthetic_1826",10215855,0.702372537591557
"Synthetic_1827",57833,0.4771993650376089
"Synthetic_1828",4165,0.3627077377067906
"Synthetic_1829",8,0.09049518404797373
"Synthetic_1830",278025,0.545530763292998
"Synthetic_1831",24445,0.43972369439592396
"Synthetic_1832",53,0.17278307191595005
"Synthetic_1833",141456,0.5161240140464851
"Synthetic_1834",21642239,0.7350424998381246
"Synthetic_1835",33258175,0.7537405919522353
"Synthetic_1836",455074,0.5669746995797178
"Synthetic_1837",1748,0.3249226406710892
"Synthetic_1838",181,0.2262333112943445
"Synthetic_1839",849974,0.594162998732393
"Synthetic_1840",65653150,0.7833371995891603
"Synthetic_1841",17288368,0.7252675697991843
"Synthetic_1842",568458,0.5766562544037056
"Synthetic_1843",1376446,0.6151415137426542
"Synthetic_1844",1005989,0.6014968465097406
"Synthetic_1845",51399,0.47206669989497646
"Synthetic_1846",11,0.10435396700998731
"Synthetic_1847",269233,0.5441323302529782
"Synthetic_1848",3,0.04781049107063258
"Synthetic_1849",1,0.0
"Synthetic_1850",239324,0.5390075828109224
"Synthetic_1851",496758,0.5707888314457237
"Synthetic_1852",5258,0.37284916033489346
"Synthetic_1853",652956,0.5826872159608355
"Synthetic_1854",33892929,0.7545633534731153
"Synthetic_1855",24534243,0.7405007771015254
"Synthetic_1856",83514,0.49319062194396035
"Synthetic_1857",2401,0.3387361338127838
"Synthetic_1858",3851735,0.6599233703998423
"Synthetic_1859",550652,0.5752712887856408
"Synthetic_1860",171082,0.5243993342834825
"Synthetic_1861",740451,0.5881597158188935
"Synthetic_1862",723,0.2865032833484256
"Synthetic_1863",163497,0.5224258209219061
"Synthetic_1864",2440735,0.6400689446824825
"Synthetic_1865",5946,0.37820060273529077
"Synthetic_1866",746741,0.5885278405051566
"Synthetic_1867",68,0.18362869006805022
"Synthetic_1868",142233,0.5163624042233795
"Synthetic_1869",369093,0.5578613282011184
"Synthetic_1870",1609,0.3213166833323255
"Synthetic_1871",962277,0.5995635563085762
"Synthetic_1872",1234891,0.6104187418233652
"Synthetic_1873",43,0.16368360922326647
"Synthetic_1874",1082953,0.6047050848361162
"Synthetic_1875",122728,0.5099435266437108
"Synthetic_1876",4161543,0.6632900957694066
"Synthetic_1877",83967,0.49342604146039754
"Synthetic_1878",41418,0.4626708141586035
"Synthetic_1879",1494318,0.6187172554738144
"Synthetic_1880",3469,0.35475029542597863
"Synthetic_1881",311847,0.5505268143019709
"Synthetic_1882",4586697,0.667523371826831
"Synthetic_1883",5469762,0.6751859747556971
"Synthetic_1884",44884068,0.7667868130757386
"Synthetic_1885",2325689,0.6379677225961364
"Synthetic_1886",3995193,0.6615147809907348
"Synthetic_1887",95862,0.49919168861103536
"Synthetic_1888",4,0.06033012269864916
"Synthetic_1889",4654,0.36753881451474746
"Synthetic_1890",849012,0.5941137160808785
"Synthetic_1891",506,0.2709725522812424
"Synthetic_1892",373402,0.558366450549757
"Synthetic_1893",260,0.2419952172468502
"Synthetic_1894",35463041,0.7565340953207204
"Synthetic_1895",172494,0.5247570376850711
"Synthetic_1896",10884,0.4045110969319074
"Synthetic_1897",3560342,0.6564998586024753
"Synthetic_1898",3481364,0.6555236217414722
"Synthetic_1899",2172,0.33437392506362623
"Synthetic_1900",2,0.03016506134932458
"Synthetic_1901",12483,0.41047641375194643
"Synthetic_1902",59506,0.47844042206200343
"Synthetic_1903",5257,0.37284088282951106
"Synthetic_1904",1314176,0.6131268040282187
"Synthetic_1905",40,0.16053628747897136
